,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_randomforestregressor__n_estimators,param_randomforestregressor__max_samples,param_randomforestregressor__max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
10,6.41653881072998,0.5224370247187128,1.0178767204284669,0.18516079755834416,800,900,250,"{'randomforestregressor__n_estimators': 800, 'randomforestregressor__max_samples': 900, 'randomforestregressor__max_depth': 250}",0.8119805665686127,0.7487351073039568,0.7909078126001504,0.7740592055225792,0.8472087724337867,0.7945782928858172,0.033493012831994406,5
11,0.055651092529296876,0.03598884725497742,0.0,0.0,850,0,250,"{'randomforestregressor__n_estimators': 850, 'randomforestregressor__max_samples': 0, 'randomforestregressor__max_depth': 250}",,,,,,,,28
12,7.964905786514282,0.37407189870797214,0.8545155048370361,0.25464925883723166,950,600,850,"{'randomforestregressor__n_estimators': 950, 'randomforestregressor__max_samples': 600, 'randomforestregressor__max_depth': 850}",0.7746571528609099,0.7086598469351646,0.7568325908792375,0.7179059779761021,0.8104873632315756,0.7537085863765979,0.03737284317942347,15
13,8.075617694854737,0.31062935727287433,0.6871650695800782,0.23779598729543755,1000,550,300,"{'randomforestregressor__n_estimators': 1000, 'randomforestregressor__max_samples': 550, 'randomforestregressor__max_depth': 300}",0.7650845818541516,0.6989828705728562,0.7497668337307686,0.7123821254329374,0.8006484639631206,0.7453729751107668,0.03661603764294687,16
14,4.898014116287231,0.2590486444541181,0.5062489032745361,0.16422267276016211,600,200,50,"{'randomforestregressor__n_estimators': 600, 'randomforestregressor__max_samples': 200, 'randomforestregressor__max_depth': 50}",0.6256156820249292,0.5652641742065607,0.6256334126434937,0.6008424247836035,0.683091391000349,0.6200894169317872,0.038488383124000096,23
15,0.11349635124206543,0.04290788181602346,0.0,0.0,0,100,700,"{'randomforestregressor__n_estimators': 0, 'randomforestregressor__max_samples': 100, 'randomforestregressor__max_depth': 700}",,,,,,,,27
16,5.189137601852417,0.4350821077312373,0.8295804500579834,0.1389929909404413,600,700,750,"{'randomforestregressor__n_estimators': 600, 'randomforestregressor__max_samples': 700, 'randomforestregressor__max_depth': 750}",0.7874267493765411,0.7204136755599753,0.7689692275755776,0.7446752262318289,0.8267177573395887,0.7696405272167024,0.03638999785030766,10
17,4.177226877212524,0.3914568094624476,0.5579069137573243,0.26270791207421734,450,700,650,"{'randomforestregressor__n_estimators': 450, 'randomforestregressor__max_samples': 700, 'randomforestregressor__max_depth': 650}",0.7870382620190146,0.7153235797785259,0.7696116744312098,0.7464275853501549,0.828107852288645,0.76930179077351,0.03797290572767546,11
18,0.06602339744567871,0.04518438633197722,0.0,0.0,0,950,200,"{'randomforestregressor__n_estimators': 0, 'randomforestregressor__max_samples': 950, 'randomforestregressor__max_depth': 200}",,,,,,,,26
19,4.763657760620117,0.3913574768905213,0.32922115325927737,0.06947611194123364,550,500,550,"{'randomforestregressor__n_estimators': 550, 'randomforestregressor__max_samples': 500, 'randomforestregressor__max_depth': 550}",0.7548313749615928,0.686161416662621,0.7306253525494945,0.7098476555021607,0.7946992447517351,0.7352330088855208,0.03740052670096379,18
20,0.0698134422302246,0.0267384365524456,0.0,0.0,0,0,550,"{'randomforestregressor__n_estimators': 0, 'randomforestregressor__max_samples': 0, 'randomforestregressor__max_depth': 550}",,,,,,,,30
21,1.2444699287414551,0.21903227705724235,0.4605685234069824,0.10065755558426202,100,900,850,"{'randomforestregressor__n_estimators': 100, 'randomforestregressor__max_samples': 900, 'randomforestregressor__max_depth': 850}",0.822340352830669,0.7446160752143728,0.7993374986970038,0.78831009698439,0.8492157361404131,0.8007639519733697,0.03499381031126596,2
22,3.395829439163208,0.23856838455685236,0.5571137428283691,0.21915204190137666,450,650,200,"{'randomforestregressor__n_estimators': 450, 'randomforestregressor__max_samples': 650, 'randomforestregressor__max_depth': 200}",0.7772820722975815,0.7169020270008171,0.7647256140291504,0.7327106399878547,0.8182839406730291,0.7619808587976866,0.03549801298624313,13
23,0.674802017211914,0.0905468541395652,0.1863015651702881,0.06001065483255116,100,250,200,"{'randomforestregressor__n_estimators': 100, 'randomforestregressor__max_samples': 250, 'randomforestregressor__max_depth': 200}",0.6486514115530209,0.6011309471368209,0.6563465543261804,0.6362530084937588,0.7048028082056101,0.6494369459430782,0.033529163973165674,22
24,5.252771329879761,0.48311225739053393,0.7294511795043945,0.23557408891967985,900,200,850,"{'randomforestregressor__n_estimators': 900, 'randomforestregressor__max_samples': 200, 'randomforestregressor__max_depth': 850}",0.6302446965513513,0.5652320312381103,0.6235959435275634,0.5979727724038255,0.6825221605105996,0.6199135208462899,0.03875976505824754,24
25,6.195754814147949,0.980531419238688,0.7631568908691406,0.3270187739890947,900,650,250,"{'randomforestregressor__n_estimators': 900, 'randomforestregressor__max_samples': 650, 'randomforestregressor__max_depth': 250}",0.7825124185592858,0.7172077562892059,0.7654025848313353,0.7327183184382022,0.8194568124051581,0.7634595781046374,0.03629526779337305,12
26,8.593229341506959,0.24275368985881665,1.6208640098571778,0.44213096299720345,850,800,900,"{'randomforestregressor__n_estimators': 850, 'randomforestregressor__max_samples': 800, 'randomforestregressor__max_depth': 900}",0.800471872835111,0.737823197557762,0.7819357963390335,0.7572281341527209,0.8371656418955358,0.7829249285560327,0.03448309731245258,7
27,10.201238250732422,0.5650396399309927,1.4308855056762695,0.530912732124429,1000,700,50,"{'randomforestregressor__n_estimators': 1000, 'randomforestregressor__max_samples': 700, 'randomforestregressor__max_depth': 50}",0.787499044593352,0.7221667810161295,0.7694660000743028,0.7423575271822673,0.8270644099305525,0.7697107525593208,0.0363718391609531,9
28,10.329620790481567,0.6296693442601488,0.7457062244415283,0.5887436450553931,1000,800,50,"{'randomforestregressor__n_estimators': 1000, 'randomforestregressor__max_samples': 800, 'randomforestregressor__max_depth': 50}",0.8018185522493435,0.7381573034550608,0.7817559066065305,0.7567108401593687,0.8360673813502983,0.7829019967641204,0.03427469030024191,8
29,4.976121282577514,0.4302753229046316,0.7479007244110107,0.4516637800761132,400,500,50,"{'randomforestregressor__n_estimators': 400, 'randomforestregressor__max_samples': 500, 'randomforestregressor__max_depth': 50}",0.7522080917968308,0.6884946087439487,0.7331633969680587,0.7133755675231002,0.7942506376830529,0.7362984605429983,0.03586660590786726,17
